epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,3978.02,1.30747,0.94322,1.01841,0.59319,0.46397,0.48972,0.29193,1.2766,0.93473,1.026,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
31,4109.16,1.30916,0.94272,1.02014,0.5802,0.47218,0.4973,0.2979,1.27377,0.93255,1.02495,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
32,4241.75,1.30622,0.93577,1.01705,0.58159,0.47547,0.49697,0.29774,1.27434,0.92863,1.02326,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
33,4374.11,1.29768,0.93038,1.01515,0.58741,0.47223,0.49915,0.29915,1.27691,0.92455,1.02386,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
34,4506.3,1.30345,0.92571,1.01355,0.57791,0.48287,0.50236,0.30218,1.27624,0.91818,1.02265,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
35,4639.74,1.29271,0.91373,1.01243,0.59383,0.48106,0.50693,0.30508,1.27138,0.91359,1.02051,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
36,4772.91,1.2868,0.91295,1.00905,0.59694,0.47994,0.50932,0.30607,1.27043,0.91103,1.02011,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
37,4905.6,1.29045,0.91407,1.00889,0.59008,0.48627,0.50871,0.30592,1.26256,0.91128,1.01608,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
38,5037.65,1.28191,0.90506,1.00612,0.59377,0.48408,0.50916,0.30793,1.26149,0.90885,1.01423,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
39,5170.72,1.28082,0.90105,1.00261,0.60096,0.48386,0.51455,0.30946,1.26381,0.91003,1.0129,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
40,5305.48,1.27485,0.89499,1.00347,0.59468,0.4847,0.51369,0.30984,1.26079,0.90127,1.01368,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
41,5438.97,1.27101,0.88727,1.00214,0.60544,0.48852,0.51283,0.30991,1.25529,0.89848,1.01124,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
42,5571.47,1.2731,0.89131,1.00003,0.61225,0.4821,0.51474,0.3103,1.26181,0.90235,1.01227,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
43,5706.77,1.27427,0.88578,0.99877,0.60856,0.48648,0.51408,0.30978,1.2608,0.89837,1.013,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
