epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
67,4498.79,1.15416,0.71813,0.92163,0.63644,0.52567,0.55654,0.34523,1.22106,0.84023,0.9582,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754,0.0179326,0.00597754
68,4623.71,1.15799,0.71903,0.92183,0.63374,0.52932,0.55753,0.34428,1.22011,0.83772,0.95684,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551,0.0176265,0.00587551
69,4748.66,1.14993,0.71356,0.92053,0.63039,0.53094,0.55755,0.34619,1.21842,0.83937,0.95751,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311,0.0173193,0.00577311
70,4873.73,1.15166,0.71071,0.91993,0.63792,0.52797,0.55866,0.34543,1.22246,0.84166,0.9583,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704,0.0170112,0.0056704
71,4998.57,1.14817,0.70772,0.92018,0.63424,0.53257,0.55875,0.34534,1.22085,0.84179,0.95718,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742,0.0167022,0.00556742
72,5123.75,1.14459,0.70319,0.91924,0.63686,0.52951,0.55914,0.34572,1.22013,0.83737,0.95694,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421,0.0163926,0.00546421
73,5248.64,1.14614,0.70416,0.91877,0.6481,0.52079,0.55795,0.34515,1.2239,0.84008,0.95825,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081,0.0160824,0.00536081
74,5373.96,1.14984,0.70202,0.91825,0.63284,0.53296,0.55765,0.34469,1.22442,0.83869,0.95855,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728,0.0157719,0.00525728
75,5498.35,1.14526,0.69673,0.91776,0.63321,0.52972,0.55647,0.3444,1.22485,0.84109,0.95946,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366,0.015461,0.00515366
76,5623.17,1.13876,0.69291,0.91504,0.63064,0.53201,0.55627,0.34391,1.22435,0.84135,0.95878,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,5747.53,1.13966,0.69452,0.91645,0.63444,0.53035,0.55696,0.34464,1.22172,0.83969,0.95773,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634,0.014839,0.00494634
78,5872.71,1.13624,0.68826,0.91541,0.63205,0.53045,0.55709,0.34454,1.22372,0.84098,0.95807,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272,0.0145281,0.00484272
79,5997.59,1.13951,0.69024,0.91758,0.63538,0.52633,0.55625,0.3439,1.22316,0.84129,0.95867,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919,0.0142176,0.00473919
80,6122.84,1.13468,0.68508,0.91271,0.63557,0.52645,0.55431,0.34196,1.22392,0.84284,0.95776,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579,0.0139074,0.00463579
81,6247.89,1.13363,0.6857,0.91444,0.63701,0.5268,0.555,0.34292,1.22422,0.84092,0.95768,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258,0.0135978,0.00453258
82,6372.98,1.13017,0.68132,0.91427,0.63966,0.52238,0.55568,0.34312,1.22433,0.83992,0.95813,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296,0.0132888,0.0044296
83,6498.01,1.12995,0.67887,0.91384,0.62655,0.52868,0.55363,0.34201,1.22471,0.84208,0.95879,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689,0.0129807,0.00432689
84,6622.68,1.12896,0.67639,0.91281,0.6256,0.53125,0.55269,0.34236,1.2264,0.84403,0.9589,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449,0.0126735,0.00422449
85,6748.01,1.12865,0.6755,0.91086,0.63168,0.5268,0.55564,0.34357,1.22588,0.8443,0.95864,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246,0.0123674,0.00412246
86,6872.84,1.12239,0.67254,0.9128,0.63925,0.52764,0.55756,0.3439,1.22645,0.84213,0.95854,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084,0.0120625,0.00402084
87,6997.64,1.12452,0.6694,0.91116,0.63976,0.526,0.55765,0.34412,1.22633,0.84315,0.9587,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966,0.011759,0.00391966
