epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
30,3590.98,1.22308,0.80765,0.94259,0.62421,0.50054,0.53362,0.32726,1.25528,0.89251,0.97443,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469,0.0273441,0.00911469
31,3707.62,1.22349,0.80661,0.94418,0.61221,0.51091,0.53617,0.32555,1.26283,0.89462,0.97302,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463,0.0271639,0.00905463
32,3824.93,1.2167,0.80043,0.94177,0.62603,0.50444,0.53936,0.33097,1.26202,0.88511,0.97231,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282,0.0269785,0.00899282
33,3942.14,1.21262,0.79709,0.94119,0.62062,0.50208,0.5384,0.32805,1.25798,0.89259,0.97089,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928,0.0267878,0.00892928
34,4059.71,1.21955,0.79396,0.94142,0.625,0.50592,0.53833,0.32948,1.26256,0.8813,0.97011,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404,0.0265921,0.00886404
35,4176.8,1.21329,0.7911,0.9393,0.60999,0.51725,0.54135,0.33251,1.25676,0.88101,0.97059,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713,0.0263914,0.00879713
36,4293.19,1.2081,0.78551,0.93973,0.61188,0.50623,0.53736,0.32885,1.26153,0.88614,0.97121,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857,0.0261857,0.00872857
37,4410.27,1.20172,0.7803,0.93862,0.60819,0.51229,0.5375,0.32853,1.26127,0.88357,0.97189,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839,0.0259752,0.00865839
38,4527.57,1.20785,0.77911,0.93754,0.59516,0.51883,0.53627,0.32913,1.25274,0.88863,0.96861,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664,0.0257599,0.00858664
39,4644.59,1.20359,0.77891,0.93626,0.60936,0.51912,0.539,0.33002,1.25242,0.8806,0.96764,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333,0.02554,0.00851333
40,4761.83,1.20319,0.77345,0.93649,0.63353,0.50509,0.5398,0.32978,1.25503,0.87772,0.96992,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851,0.0253155,0.00843851
41,4878.71,1.1954,0.76835,0.93602,0.61285,0.51277,0.53699,0.32898,1.25778,0.88082,0.96942,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622,0.0250866,0.0083622
42,4995.99,1.20131,0.76955,0.9363,0.61713,0.51625,0.54318,0.32999,1.25902,0.87611,0.9694,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443,0.0248533,0.00828443
43,5113,1.19402,0.76396,0.93144,0.62366,0.50921,0.5387,0.33167,1.24946,0.88119,0.9691,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525,0.0246157,0.00820525
44,5229.84,1.19152,0.76102,0.93342,0.6153,0.51437,0.54235,0.33228,1.25664,0.87843,0.9705,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468,0.024374,0.00812468
45,5346.66,1.1892,0.75778,0.93278,0.62757,0.5116,0.53719,0.32881,1.25491,0.8742,0.96897,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277,0.0241283,0.00804277
46,5464.01,1.17937,0.7478,0.92976,0.62575,0.50056,0.5368,0.33038,1.25127,0.8785,0.97073,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954,0.0238786,0.00795954
47,5581.26,1.18644,0.75178,0.93116,0.61204,0.51723,0.54083,0.3315,1.26126,0.87509,0.97067,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503,0.0236251,0.00787503
48,5698.42,1.18595,0.74777,0.93079,0.61293,0.51735,0.53979,0.33041,1.24863,0.87656,0.9674,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929,0.0233679,0.00778929
49,5815.17,1.17533,0.74167,0.92921,0.61161,0.51848,0.53866,0.32906,1.25321,0.88198,0.96925,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234,0.023107,0.00770234
50,5932.02,1.18598,0.74333,0.93086,0.61763,0.51537,0.54095,0.33248,1.25481,0.87376,0.96889,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423,0.0228427,0.00761423
51,6048.76,1.17746,0.73782,0.92757,0.60441,0.52587,0.54094,0.3315,1.25512,0.87222,0.96987,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
52,6165.85,1.16877,0.73145,0.92532,0.61281,0.52031,0.54168,0.33144,1.25551,0.8752,0.96841,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468,0.022304,0.00743468
53,6281.83,1.17506,0.73408,0.92833,0.6201,0.51851,0.54549,0.33448,1.2531,0.86846,0.9674,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332,0.0220299,0.00734332
